index,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,CC,COUGH,FLU_SYMP,FLU,GRIPE,INF_SYMP,INFL,OSELT,PREV,VACC
14,2004,1,6936,12.4279,76,65,55,21,25,80,28,5.0,0.0,3.0
15,2004,2,5411,9.33284,69,56,39,16,19,71,19,4.0,0.0,2.0
16,2004,3,4329,6.00601,63,55,31,14,31,30,15,3.0,0.0,3.0
17,2004,4,4166,3.98464,59,49,28,16,15,35,16,6.0,33.0,1.0
18,2004,5,3661,2.9227,50,49,20,16,15,26,16,5.0,0.0,1.0
19,2004,6,3530,1.8413599999999999,56,50,26,17,30,34,15,2.0,100.0,1.0
20,2004,7,3136,1.78571,45,49,21,14,35,17,13,2.0,66.0,1.0
21,2004,8,2559,1.48496,51,50,17,12,31,22,14,2.0,31.0,1.0
22,2004,9,2651,0.6789890000000001,43,48,10,9,12,56,11,1.0,0.0,1.0
23,2004,10,2369,0.590967,44,41,11,6,24,0,9,2.0,0.0,1.0
24,2004,11,2239,0.580616,45,49,12,7,22,17,9,1.0,64.0,1.0
25,2004,12,1801,1.33259,40,50,16,7,100,33,7,3.0,0.0,1.0
26,2004,13,1850,0.918919,43,46,11,6,37,16,8,1.0,0.0,1.0
27,2004,14,1778,0.5061869999999999,43,42,8,6,15,17,8,1.0,0.0,1.0
28,2004,15,1564,0.9590790000000001,37,47,8,4,27,36,8,0.0,0.0,0.0
29,2004,16,1449,1.65631,39,46,16,6,14,16,8,1.0,0.0,1.0
30,2004,17,1377,0.798838,36,46,11,5,16,24,7,1.0,0.0,1.0
31,2004,18,1298,0.6933739999999999,35,44,7,4,27,16,5,1.0,0.0,1.0
32,2004,19,1241,0.16116,38,48,7,4,23,16,6,1.0,31.0,1.0
33,2004,20,1105,0.361991,34,43,8,4,30,0,7,1.0,0.0,1.0
34,2004,21,1055,0.56872,33,43,7,4,24,27,6,1.0,0.0,1.0
35,2004,22,823,0.7290399999999999,33,50,12,3,23,17,5,0.0,0.0,1.0
36,2004,23,793,0.37831,32,51,10,3,22,0,6,1.0,0.0,0.0
37,2004,24,844,0.236967,31,43,7,3,22,0,4,1.0,0.0,1.0
38,2004,25,741,0.404858,31,38,11,3,15,17,4,1.0,0.0,1.0
39,2004,26,730,0.410959,31,40,5,3,17,0,4,2.0,0.0,1.0
40,2004,27,573,0.17452,30,51,7,4,31,18,5,1.0,0.0,1.0
41,2004,28,746,0.268097,29,47,5,3,14,26,4,2.0,0.0,1.0
42,2004,29,563,0.35524,30,42,8,4,21,0,5,1.0,0.0,1.0
43,2004,30,671,0.0,33,41,7,3,26,0,5,0.0,31.0,1.0
44,2004,31,628,0.318471,30,45,7,3,28,0,4,0.0,0.0,1.0
45,2004,32,620,0.16129000000000002,35,42,6,3,16,0,5,1.0,0.0,1.0
46,2004,33,647,0.15456,29,48,4,4,21,0,5,1.0,0.0,1.0
47,2004,34,823,0.48602700000000004,33,43,8,7,30,16,8,4.0,30.0,3.0
48,2004,35,827,0.483676,32,42,6,5,15,38,8,2.0,0.0,3.0
49,2004,36,822,0.364964,38,56,11,6,20,31,8,1.0,30.0,3.0
50,2004,37,907,0.771775,41,51,7,8,18,43,10,1.0,27.0,4.0
51,2004,38,890,0.449438,45,58,9,12,20,21,13,1.0,0.0,10.0
52,2004,39,919,1.52339,59,54,14,16,14,33,20,1.0,0.0,15.0
53,2004,40,1860,0.645161,63,54,22,63,18,42,77,5.0,27.0,73.0
54,2004,41,2154,0.649954,61,57,32,83,22,68,100,8.0,43.0,100.0
55,2004,42,2412,1.6169200000000001,56,62,44,80,34,32,96,7.0,61.0,83.0
56,2004,43,2620,1.22137,58,58,40,57,14,26,69,2.0,45.0,57.0
57,2004,44,2771,1.62396,54,59,36,33,27,40,40,4.0,38.0,27.0
58,2004,45,3074,2.0169200000000003,62,61,39,24,31,34,31,4.0,0.0,19.0
59,2004,46,3310,2.77946,58,64,30,21,22,41,27,2.0,29.0,14.0
60,2004,47,3111,1.96078,63,70,32,18,14,16,22,4.0,30.0,9.0
61,2004,48,3826,3.5807599999999997,69,70,42,19,27,25,23,3.0,24.0,8.0
62,2004,49,3846,5.0182,62,70,37,20,22,32,23,3.0,47.0,9.0
63,2004,50,4359,6.561139999999999,70,66,34,20,19,39,24,4.0,75.0,11.0
64,2004,51,4509,11.7764,82,77,39,21,17,33,22,4.0,31.0,8.0
65,2004,52,5807,16.7556,78,75,57,19,13,37,24,3.0,0.0,6.0
66,2005,1,6921,18.5667,77,77,48,22,25,34,27,4.0,24.0,7.0
67,2005,2,6646,16.9425,70,66,42,20,16,40,23,4.0,0.0,6.0
68,2005,3,6948,21.3443,77,69,45,19,27,79,25,5.0,0.0,5.0
69,2005,4,8010,23.2959,79,73,50,21,20,74,27,7.0,55.0,5.0
70,2005,5,8654,26.8662,75,81,57,24,22,46,31,8.0,22.0,5.0
71,2005,6,9684,26.5489,73,77,68,26,23,58,34,13.0,44.0,3.0
72,2005,7,10586,25.5526,70,81,73,25,22,50,33,10.0,44.0,3.0
73,2005,8,9710,23.4604,72,78,74,32,32,66,34,12.0,39.0,3.0
74,2005,9,8511,19.9507,66,75,50,22,28,80,25,11.0,68.0,2.0
75,2005,10,7580,16.0422,59,65,40,18,16,42,22,9.0,22.0,2.0
76,2005,11,6540,16.9419,54,69,34,15,30,30,16,5.0,0.0,1.0
77,2005,12,5928,14.6592,52,72,30,13,26,67,15,6.0,34.0,1.0
78,2005,13,5134,11.044,48,63,25,11,20,36,13,4.0,0.0,1.0
79,2005,14,3894,9.116589999999999,48,63,26,9,25,17,11,5.0,33.0,0.0
80,2005,15,3339,5.27104,43,62,20,11,33,11,14,3.0,43.0,1.0
81,2005,16,2933,4.1936599999999995,45,60,16,7,21,11,10,1.0,22.0,1.0
82,2005,17,2570,2.68482,46,62,18,6,17,33,10,2.0,0.0,1.0
83,2005,18,2250,2.26667,43,63,10,6,12,16,8,1.0,0.0,1.0
84,2005,19,2136,1.7322099999999998,40,62,12,6,29,17,8,1.0,0.0,1.0
85,2005,20,1889,2.06458,42,57,8,6,32,11,7,2.0,0.0,1.0
86,2005,21,1809,1.71365,39,60,8,7,29,22,8,4.0,22.0,1.0
87,2005,22,1682,1.36742,34,57,10,6,21,18,6,2.0,0.0,1.0
88,2005,23,1576,0.761421,34,51,8,5,23,11,5,1.0,0.0,0.0
89,2005,24,1514,0.9907530000000001,35,49,8,5,23,11,5,2.0,0.0,1.0
90,2005,25,1229,0.8950370000000001,33,50,9,5,25,0,5,6.0,0.0,1.0
91,2005,26,1215,0.576132,32,50,7,5,20,12,6,4.0,0.0,1.0
92,2005,27,1073,0.465983,34,41,7,5,23,12,4,4.0,0.0,1.0
93,2005,28,991,0.201816,33,41,8,5,30,11,6,3.0,0.0,1.0
94,2005,29,983,0.305188,31,43,8,6,43,0,6,6.0,21.0,1.0
95,2005,30,1124,0.17793599999999998,33,46,10,6,35,0,6,4.0,21.0,1.0
96,2005,31,1018,0.0,34,49,10,6,22,0,6,6.0,21.0,1.0
97,2005,32,964,0.41493800000000003,32,49,10,6,37,16,6,6.0,0.0,1.0
98,2005,33,989,0.6066729999999999,34,47,12,7,31,11,7,4.0,20.0,1.0
99,2005,34,1016,0.393701,36,50,10,6,23,13,7,6.0,0.0,1.0
100,2005,35,1054,0.56926,38,47,11,7,24,10,7,4.0,0.0,2.0
101,2005,36,1031,0.0969932,46,52,8,7,21,11,8,3.0,20.0,3.0
102,2005,37,1099,0.454959,46,51,12,16,15,10,15,53.0,18.0,5.0
103,2005,38,1280,0.15625,49,55,17,22,22,19,20,39.0,46.0,6.0
104,2005,39,1421,0.49261099999999997,54,63,21,34,23,22,31,33.0,37.0,12.0
105,2005,40,1894,0.580781,52,54,34,72,31,25,54,59.0,62.0,24.0
106,2005,41,2191,0.5476949999999999,52,59,50,88,39,9,64,100.0,96.0,36.0
107,2005,42,2349,1.06428,56,62,38,77,58,27,63,85.0,47.0,38.0
108,2005,43,2780,0.5035970000000001,65,60,42,74,53,33,66,59.0,35.0,49.0
109,2005,44,2890,0.795848,64,66,56,100,46,31,84,72.0,58.0,61.0
110,2005,45,3320,1.29518,61,65,48,69,27,32,62,32.0,33.0,44.0
111,2005,46,3861,1.2173,72,66,44,57,23,41,51,38.0,61.0,34.0
112,2005,47,3268,1.5911899999999999,65,62,40,39,28,24,34,22.0,32.0,19.0
113,2005,48,4056,2.85996,73,66,38,36,21,22,31,11.0,42.0,17.0
114,2005,49,3863,5.53974,77,63,39,34,18,22,30,17.0,16.0,12.0
115,2005,50,4618,8.6401,76,70,38,28,26,43,26,10.0,27.0,10.0
116,2005,51,5418,12.7538,78,79,43,25,25,34,23,14.0,18.0,6.0
117,2005,52,5829,13.4843,83,82,50,28,22,37,30,9.0,21.0,6.0
118,2006,1,6417,11.7189,75,79,45,26,17,33,27,8.0,17.0,5.0
119,2006,2,6378,13.2173,61,77,42,27,29,22,23,13.0,36.0,3.0
120,2006,3,6255,14.1167,64,73,34,23,40,38,22,10.0,15.0,3.0
121,2006,4,6732,15.7308,58,66,37,27,25,26,21,13.0,25.0,2.0
122,2006,5,7029,16.688,61,74,37,23,26,48,19,8.0,24.0,2.0
123,2006,6,7226,17.9491,66,75,33,21,20,35,20,8.0,51.0,2.0
124,2006,7,8105,19.5682,63,71,43,26,23,38,21,9.0,36.0,2.0
125,2006,8,7948,20.4454,64,76,51,30,43,44,25,14.0,37.0,2.0
126,2006,9,7978,22.5871,63,70,45,31,35,32,26,15.0,24.0,2.0
127,2006,10,7819,22.4325,57,75,43,28,31,43,22,14.0,19.0,1.0
128,2006,11,6995,19.7427,50,66,33,40,33,45,28,15.0,43.0,2.0
129,2006,12,6444,18.4668,51,60,32,35,29,29,23,15.0,21.0,1.0
130,2006,13,5424,17.9757,46,61,29,26,30,50,19,9.0,14.0,1.0
131,2006,14,4459,13.5681,45,62,25,23,27,38,17,8.0,36.0,1.0
132,2006,15,4032,11.3591,41,55,21,17,22,20,13,6.0,15.0,1.0
133,2006,16,3499,9.888539999999999,41,58,19,21,25,35,14,7.0,29.0,1.0
134,2006,17,2675,7.47664,39,52,18,19,21,19,14,12.0,0.0,1.0
135,2006,18,2516,7.7504,38,53,29,33,24,17,18,11.0,49.0,1.0
136,2006,19,2453,7.21565,40,56,23,31,24,15,18,11.0,21.0,1.0
137,2006,20,2399,5.62734,39,51,17,19,22,15,13,6.0,14.0,1.0
138,2006,21,2058,6.31681,40,51,21,26,30,13,14,11.0,15.0,1.0
139,2006,22,1663,4.69032,33,54,17,23,25,20,12,12.0,16.0,1.0
140,2006,23,1444,3.8088599999999997,32,52,15,15,23,13,9,5.0,14.0,1.0
141,2006,24,1267,1.9731599999999998,36,49,12,11,29,16,9,4.0,0.0,1.0
142,2006,25,1178,1.18846,33,48,11,13,33,15,8,3.0,0.0,1.0
143,2006,26,1017,1.17994,31,45,10,9,26,7,7,2.0,0.0,1.0
144,2006,27,907,0.8820290000000001,31,44,9,8,19,8,6,3.0,0.0,1.0
145,2006,28,914,0.765864,30,47,11,9,25,15,7,3.0,14.0,1.0
146,2006,29,917,1.19956,30,46,10,10,18,7,7,2.0,0.0,1.0
147,2006,30,863,1.96987,32,42,9,8,36,14,6,2.0,28.0,1.0
148,2006,31,943,2.12089,31,41,9,8,25,15,6,2.0,21.0,1.0
149,2006,32,899,1.3348200000000001,29,42,8,8,25,11,7,1.0,0.0,1.0
150,2006,33,862,1.39211,34,49,10,8,26,14,6,2.0,0.0,1.0
151,2006,34,898,1.67038,35,46,8,8,27,7,6,1.0,13.0,1.0
152,2006,35,907,1.87431,36,49,10,9,29,14,7,2.0,13.0,1.0
153,2006,36,881,1.4756,40,45,12,9,30,11,8,2.0,14.0,2.0
154,2006,37,1067,2.9053400000000003,49,51,11,11,24,13,11,2.0,12.0,3.0
155,2006,38,996,3.5140599999999997,52,56,13,12,22,6,12,2.0,12.0,6.0
156,2006,39,971,2.9866099999999998,57,58,15,17,22,13,17,2.0,37.0,10.0
157,2006,40,2309,2.42529,56,60,18,26,27,10,27,4.0,19.0,23.0
158,2006,41,2502,2.67786,55,59,20,27,24,6,32,3.0,12.0,26.0
159,2006,42,2900,2.75862,57,59,24,34,31,9,39,4.0,12.0,34.0
160,2006,43,3237,2.595,60,62,27,39,24,25,44,2.0,40.0,38.0
161,2006,44,3765,3.79814,63,63,26,38,21,27,41,4.0,28.0,37.0
162,2006,45,4262,3.63679,57,68,31,34,26,24,38,3.0,17.0,31.0
163,2006,46,4525,2.93923,60,69,32,35,26,14,38,17.0,38.0,29.0
164,2006,47,4538,3.5478199999999998,62,64,31,22,23,14,24,5.0,27.0,14.0
165,2006,48,5642,3.70436,67,67,36,26,29,17,28,4.0,33.0,17.0
166,2006,49,5805,4.5478,74,72,37,22,25,19,24,4.0,29.0,11.0
167,2006,50,6686,8.09153,67,75,43,21,17,16,22,4.0,23.0,8.0
168,2006,51,7083,10.2922,70,73,42,21,15,35,21,7.0,29.0,5.0
169,2006,52,6777,10.3881,77,83,45,21,28,18,20,5.0,29.0,4.0
170,2007,1,6711,6.97363,73,78,42,20,29,26,18,5.0,24.0,4.0
171,2007,2,6430,9.23795,73,74,35,18,24,17,18,4.0,32.0,3.0
172,2007,3,6200,11.5806,74,69,34,18,30,11,18,5.0,32.0,2.0
173,2007,4,7200,18.1944,72,68,38,19,17,33,19,5.0,14.0,2.0
174,2007,5,8261,22.3823,73,75,34,20,27,38,20,7.0,16.0,2.0
175,2007,6,8986,28.1772,85,75,49,23,22,38,24,8.0,21.0,3.0
176,2007,7,9780,25.7975,66,68,47,22,25,48,25,8.0,15.0,4.0
177,2007,8,9947,23.7961,63,75,44,20,18,53,23,11.0,26.0,2.0
178,2007,9,8634,22.5735,58,64,41,17,19,49,19,9.0,25.0,1.0
179,2007,10,7848,20.2472,53,65,35,15,30,40,18,10.0,27.0,1.0
180,2007,11,6928,19.5294,46,65,27,13,17,36,15,6.0,21.0,1.0
181,2007,12,6460,16.8731,51,69,26,12,28,13,14,9.0,10.0,1.0
182,2007,13,5558,13.7639,45,65,26,11,29,12,12,7.0,21.0,1.0
183,2007,14,4698,11.026,46,60,18,9,32,7,11,4.0,20.0,1.0
184,2007,15,4243,12.1376,48,58,17,10,29,17,9,4.0,10.0,1.0
185,2007,16,3857,9.67073,45,57,17,9,30,15,9,3.0,10.0,1.0
186,2007,17,3015,9.75124,44,56,14,8,27,15,9,3.0,10.0,1.0
187,2007,18,3006,6.75316,41,52,13,7,20,10,8,2.0,10.0,1.0
188,2007,19,2531,4.978269999999998,39,58,10,7,27,12,7,2.0,9.0,0.0
189,2007,20,2341,3.92994,38,55,11,6,30,12,6,1.0,9.0,1.0
190,2007,21,1944,4.32099,36,51,10,6,22,10,6,2.0,19.0,1.0
191,2007,22,1696,1.7688700000000002,35,56,11,7,25,5,7,1.0,0.0,1.0
192,2007,23,1670,1.1976,36,53,10,6,32,13,6,1.0,9.0,1.0
193,2007,24,1529,1.7004599999999999,32,50,11,5,27,10,5,1.0,0.0,1.0
194,2007,25,1300,0.6153850000000001,33,47,7,5,19,5,5,2.0,0.0,1.0
195,2007,26,1278,1.17371,33,46,8,5,22,5,5,1.0,0.0,1.0
196,2007,27,1121,1.60571,33,45,10,4,20,7,5,1.0,0.0,1.0
197,2007,28,1195,1.9246900000000002,30,43,8,5,25,7,5,1.0,19.0,1.0
198,2007,29,1154,1.38648,30,48,10,4,26,5,5,1.0,9.0,1.0
199,2007,30,1165,3.17597,30,45,10,4,20,11,5,2.0,0.0,1.0
200,2007,31,1217,1.97206,29,45,8,4,27,5,5,1.0,0.0,1.0
201,2007,32,1157,2.93863,33,45,8,4,29,7,5,1.0,9.0,1.0
202,2007,33,1120,1.6964299999999999,34,48,8,5,35,10,5,1.0,0.0,1.0
203,2007,34,1170,1.9658099999999998,38,49,10,5,32,12,6,1.0,18.0,1.0
204,2007,35,1204,2.49169,38,48,9,6,33,6,7,1.0,9.0,2.0
205,2007,36,1093,2.19579,43,50,11,7,35,11,8,1.0,0.0,2.0
206,2007,37,1228,2.443,49,51,11,8,31,6,9,1.0,8.0,3.0
207,2007,38,954,3.14465,52,56,13,11,50,10,13,1.0,17.0,7.0
208,2007,39,1052,1.90114,54,62,16,14,35,10,17,1.0,9.0,10.0
209,2007,40,2382,1.84719,52,64,15,21,33,9,25,1.0,17.0,20.0
210,2007,41,2534,1.73639,63,69,18,27,33,15,32,2.0,16.0,29.0
211,2007,42,2953,1.62547,59,69,23,32,37,15,36,2.0,16.0,32.0
212,2007,43,3179,1.57282,56,68,22,32,36,8,38,2.0,20.0,35.0
213,2007,44,3575,2.06993,60,72,26,30,29,13,36,3.0,33.0,32.0
214,2007,45,3797,2.23861,65,79,33,31,33,25,37,2.0,21.0,31.0
215,2007,46,4131,2.10603,71,78,29,28,21,17,32,1.0,19.0,24.0
216,2007,47,4040,3.46535,68,70,22,19,29,16,22,4.0,18.0,14.0
217,2007,48,4855,3.3161699999999996,71,77,25,20,32,22,22,8.0,22.0,13.0
218,2007,49,4909,3.6667300000000003,72,78,27,17,31,14,19,3.0,11.0,10.0
219,2007,50,5157,4.16909,70,72,28,16,24,25,18,3.0,28.0,8.0
220,2007,51,5877,5.34286,76,73,26,14,26,28,16,3.0,14.0,5.0
221,2007,52,6269,7.14628,77,81,33,15,27,24,15,3.0,10.0,3.0
222,2008,1,6829,8.55176,100,92,34,16,34,11,17,5.0,26.0,3.0
223,2008,2,7383,13.5853,72,87,34,15,34,26,17,6.0,8.0,3.0
224,2008,3,7814,16.8032,74,76,32,14,29,21,16,5.0,12.0,3.0
225,2008,4,9474,22.7148,83,84,39,17,20,23,20,9.0,22.0,2.0
226,2008,5,13459,28.4642,81,92,57,21,33,51,28,16.0,14.0,3.0
227,2008,6,15342,31.7494,72,95,80,28,31,75,37,22.0,31.0,3.0
228,2008,7,15171,31.8173,82,100,81,31,30,100,40,27.0,27.0,3.0
229,2008,8,17359,30.3992,75,98,100,37,31,95,46,29.0,27.0,3.0
230,2008,9,16097,27.6511,70,87,87,31,26,88,41,27.0,31.0,3.0
231,2008,10,15181,23.6809,63,82,66,24,29,65,31,24.0,14.0,2.0
232,2008,11,11648,22.0124,60,81,54,20,29,64,25,14.0,24.0,2.0
233,2008,12,9498,20.3938,56,73,38,16,32,48,19,10.0,12.0,1.0
234,2008,13,7800,17.7821,54,71,32,13,36,38,17,9.0,26.0,1.0
235,2008,14,6183,14.5399,51,68,26,10,43,19,13,6.0,14.0,1.0
236,2008,15,5285,11.7692,47,66,24,10,36,27,12,4.0,7.0,1.0
237,2008,16,4103,8.50597,48,67,18,8,37,20,10,3.0,14.0,1.0
238,2008,17,3556,5.3712,43,64,15,8,29,21,9,3.0,14.0,1.0
239,2008,18,2724,4.62555,43,62,13,7,28,10,8,2.0,7.0,1.0
240,2008,19,2539,2.56006,40,61,12,6,28,11,7,2.0,12.0,1.0
241,2008,20,2414,1.57415,39,59,12,6,35,17,8,2.0,14.0,1.0
242,2008,21,2115,1.37116,43,62,10,6,42,6,6,1.0,7.0,1.0
243,2008,22,1927,0.9859889999999999,40,59,10,5,31,7,6,1.0,8.0,0.0
244,2008,23,1850,0.918919,37,58,9,6,36,6,6,2.0,7.0,1.0
245,2008,24,1502,0.7989350000000001,35,54,9,5,31,8,6,1.0,0.0,1.0
246,2008,25,1467,0.47716400000000003,36,49,9,4,36,8,6,1.0,0.0,1.0
247,2008,26,1325,0.45283,31,54,8,4,41,8,5,1.0,8.0,0.0
248,2008,27,1203,0.332502,33,48,9,4,33,4,5,1.0,0.0,1.0
249,2008,28,1269,0.472813,32,52,10,4,33,4,5,1.0,7.0,1.0
250,2008,29,1203,0.332502,34,49,9,4,36,16,5,1.0,7.0,1.0
251,2008,30,1163,0.8598450000000001,33,48,8,5,37,10,5,1.0,15.0,1.0
252,2008,31,1125,0.622222,33,47,6,4,35,6,5,1.0,7.0,1.0
253,2008,32,1102,0.635209,34,46,10,5,31,0,6,1.0,0.0,1.0
254,2008,33,1053,0.0949668,34,50,9,4,31,4,6,1.0,7.0,1.0
255,2008,34,1090,0.550459,37,51,8,6,38,5,7,1.0,0.0,1.0
256,2008,35,1271,0.393391,38,50,10,6,33,7,7,1.0,0.0,1.0
257,2008,36,1336,0.4491020000000001,41,50,8,6,43,8,8,1.0,0.0,3.0
258,2008,37,1562,0.704225,47,52,11,8,32,6,10,1.0,0.0,4.0
259,2008,38,1886,1.06045,58,61,12,9,34,10,12,1.0,14.0,6.0
260,2008,39,2009,0.597312,58,63,16,14,33,12,17,1.0,14.0,11.0
261,2008,40,2759,0.616165,57,66,17,19,34,11,23,2.0,7.0,17.0
262,2008,41,2874,0.8002779999999999,60,67,19,26,40,15,31,1.0,22.0,27.0
263,2008,42,2937,1.25979,57,69,25,28,37,22,34,2.0,17.0,30.0
264,2008,43,3434,1.77635,67,68,28,32,37,20,39,2.0,33.0,34.0
265,2008,44,3545,1.21298,68,74,27,32,35,14,39,2.0,23.0,36.0
266,2008,45,4154,1.7092,58,76,31,28,43,25,33,2.0,0.0,29.0
267,2008,46,4418,1.40335,69,86,52,40,37,15,46,2.0,26.0,26.0
268,2008,47,4739,1.77253,83,78,33,25,34,31,28,2.0,24.0,18.0
269,2008,48,4836,2.25393,73,79,30,15,35,10,18,2.0,18.0,10.0
270,2008,49,5598,2.26867,80,82,35,18,28,25,22,3.0,23.0,9.0
271,2008,50,5989,3.15579,79,80,34,17,39,18,19,3.0,29.0,7.0
272,2008,51,6301,4.33265,81,77,29,14,34,19,16,3.0,22.0,5.0
273,2008,52,6031,4.72558,87,80,34,13,31,15,14,3.0,11.0,3.0
274,2008,53,6592,5.5370099999999995,88,92,34,15,43,13,16,4.0,21.0,3.0
275,2009,1,6981,8.43719,45,42,2,1,2,11,3,2.0,3.0,3.0
276,2009,2,6995,10.8649,55,37,2,1,1,9,3,2.0,2.0,2.0
